,id,path,question,a,b,c,d,answer
3254,train_3255,train/train_3255.jpg,What's the main feature of the night urban landscape that you see here?,I see mountains and apartments.,I see the sea.,I see the desert.,I see the glacier.,a
3255,train_3256,train/train_3256.jpg,What is the city that you see here?,Glossian,Seoul,cod,Pusan,b
3256,train_3257,train/train_3257.jpg,What's the game device that you see here?,Roller Coaster,Rotational stallions,Bumperka,The giant wheel,d
3257,train_3258,train/train_3258.jpg,What is the time zone in the sky that you see in this picture?,"Synchronising ""%s""",Evening at sunset.,In the middle of the night.,Morning sunrise.,b
3258,train_3259,train/train_3259.jpg,Which of the two desserts in the picture is the one with the chocolate topping?,Left,Both of you.,No toping,Right,a
3259,train_3260,train/train_3260.jpg,What's the tall building that you see in the picture?,Namsan Tower,Lotde World Tower,63 Buildings,Seoul Tower,b
3260,train_3261,train/train_3261.jpg,What is this food?,Roast rice.,Tattoos,Bibimbop,Kimbab.,a
3261,train_3262,train/train_3262.jpg,What's the best explanation for the lighting state of this room?,The whole room is lit with light.,Both the living and the bedrooms are on fire.,Both the ligaments and the bedrooms have a very bright light.,The living room has lights on on on one side of the bedroom.,d
3262,train_3263,train/train_3263.jpg,What is this food?,The beef.,Pizza.,Chicken.,Bibimbop,c
3263,train_3264,train/train_3264.jpg,Which of the following is not what you see in the image?,Gray ball,A cushion with a cat's face on it.,Smartphone,Notifications,c
3264,train_3265,train/train_3265.jpg,Where is the cat in this picture?,On the bed.,Top of the chair,Top of the floor,Above the table,d
3265,train_3266,train/train_3266.jpg,Where is the beach in this picture?,The middle gate beach of Jejudo.,Kang-neung Cough Beach.,Busan Haeunda Beach.,Seoul River Park,c
3266,train_3267,train/train_3267.jpg,What are the animals in the picture?,That's right.,Blue duck,Sparrows,Pigeons,c
3267,train_3268,train/train_3268.jpg,What's up on the ice water that you see in this picture?,Green tea ice cream.,berry ice cream.,Vanilla ice cream,Chocolate ice cream.,c
3268,train_3269,train/train_3269.jpg,What is the food in this image?,Snacking and meat roasting,Bibimbab and beef.,Kimchichichi and three-fold meat.,It's done. It's done. It's done.,d
3269,train_3270,train/train_3270.jpg,What is the drink that people are drinking in this picture?,Beer.,Coffee.,Milk,Soju.,a
3270,train_3271,train/train_3271.jpg,When does this picture look like it was taken?,Daylight,Evening,Morning,Night,d
3271,train_3272,train/train_3272.jpg,What is Korean traditional food that you see here?,Kimchichichichig,Pockets.,U.S.,The beef.,c
3272,train_3273,train/train_3273.jpg,What's the name of this food?,Chicken Garvey,The beef.,Three-fold weight.,"Oh, my God.",d
3273,train_3274,train/train_3274.jpg,What's a creamed cotton dish in the photo?,Whoo!,Tattoos,Number of Beams,Spaghetti.,d
3274,train_3275,train/train_3275.jpg,What can't you see in this picture?,People playing basketball and playing basketball.,The guy on the bike.,Blue skies and clouds.,A lot of snow.,d
3275,train_3276,train/train_3276.jpg,What's the title of the book in the picture?,The book of Hextras.,Three kilos of exercise book.,Cup manual for yellow lids,"- Tiening stickers, colored drums.",d
3276,train_3277,train/train_3277.jpg,What is the bridge that you see here?,The Canon Bridge,A River Bridge,Man - made Bridges,Seoul Bridge,a
3277,train_3278,train/train_3278.jpg,What are the animals that you see here?,Turtle,Fish,duck,The frog.,a
3278,train_3279,train/train_3279.jpg,What kind of pocket-mon is the doll in the picture?,Pikachu.,Snubbing,That's weird.,Pang Dori,d
3279,train_3280,train/train_3280.jpg,What's the animal shape in the picture?,Puppy,Bear,Cat.,Rabbit.,b
3280,train_3281,train/train_3281.jpg,What kind of event does this picture celebrate?,End the concert.,Congratulations on winning a soccer game.,Olympic medal awards.,Congratulations on winning the Korean Series for baseball.,d
3281,train_3282,train/train_3282.jpg,What's a camera brand with a character in it?,Nikon.,Fuji Film,Sony.,Canon,d
3282,train_3283,train/train_3283.jpg,What's the device that you see in this picture?,Tablet PC,Smartphone,Laptop Computer,Mini- Monitor Linked to Lassbury Pi,d
3283,train_3284,train/train_3284.jpg,What's the title of the drama on the tablet screen in this picture?,The squid game.,Vincenne,Mr. Sean.,A dodge,a
3284,train_3285,train/train_3285.jpg,What's next to the road that you see here?,Lights,Benchi.,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",Powder,d
3285,train_3286,train/train_3286.jpg,What's the burn that you see in this picture?,Cars,Scooter,Motorcycle,Bicycle,c
3286,train_3287,train/train_3287.jpg,What is the flower that you see in this picture?,Tulip,The cherry blossom,Roses,Sunflowers,b
3287,train_3288,train/train_3288.jpg,What is the food in this picture baking?,Fish,PICTURES,Meat,Mammelo.,d
3288,train_3289,train/train_3289.jpg,What is the food in this picture cooking?,Pockets.,Pupils.,Kimchichichichig,You're a dead man.,d
3289,train_3290,train/train_3290.jpg,What's the color of the flowers in the tree you see in the picture?,Blue,White,Yellow,Pink,d
3290,train_3291,train/train_3291.jpg,Where is the cat sitting in this picture?,Above the table,On the bed.,Top of the chair,Above the bookcase,d
3291,train_3292,train/train_3292.jpg,When is the most likely time zone to take this picture?,"By noon,",Late afternoon at sunset,"And when the sun rose up in the morning,",In the middle of the night.,b
3292,train_3293,train/train_3293.jpg,What's the speed limit on this road?,40km/h,30km/h,20km/h,10km/h,c
3293,train_3294,train/train_3294.jpg,What are the materials of the entry that you see in this picture?,Tree,Plastic,Steel concrete,Glass and metal.,d
3294,train_3295,train/train_3295.jpg,What is the drink in this picture?,Ice America,Ice Latt.,Ice green tea,Ice Tea,a
3295,train_3296,train/train_3296.jpg,What is it that you can't see in this room?,A chair.,Stand.,Book,Table,c
3296,train_3297,train/train_3297.jpg,What is the yellow food in the glass bowl in this image?,Puddin'.,Zelato,Ice cream,Shavet.,d
3297,train_3298,train/train_3298.jpg,What is the cat doing in this picture?,I'm looking out the window.,I'm eating.,I play with toys.,I'm asleep.,d
3298,train_3299,train/train_3299.jpg,What is the food used for decorations in the photo?,Muffin,Cookie.,Bagel,Donuts,c
3299,train_3300,train/train_3300.jpg,What is the flower that you see here?,It's true.,Gary.,Matches,The cherry blossom,c
3300,train_3301,train/train_3301.jpg,What's the phrase on this card?,Welcome to SSAFY,SSAFYnity see you inside,Goodbye and good luck,Hello world,b
3301,train_3302,train/train_3302.jpg,What is the weather conditions in the sky that you see here?,Clear,Snow,Rain,Halftone,a
3302,train_3303,train/train_3303.jpg,What kind of building does this picture show?,European castle,A Japanese gentleman.,Traditional Korean buildings,Modern skyscrapers,c
3303,train_3304,train/train_3304.jpg,What is the animal in this picture?,Cat.,Rabbit.,Puppy,hamster.,a
3304,train_3305,train/train_3305.jpg,What kind of flowers do you see here?,Sunflowers,Daisy.,Rose.,Tulip,b
3305,train_3306,train/train_3306.jpg,What does the toy in this picture represent?,Bicycle,Cars,Motorcycle,Scooter,d
3306,train_3307,train/train_3307.jpg,What is the most likely season in this picture from the state of the shoes and floor?,fall,Spring,Winter,Summer,c
3307,train_3308,train/train_3308.jpg,Where is this picture taken?,jeju International Airport,Pusan International Airport,Kimpo International Airport,Inaugural Airport,a
3308,train_3309,train/train_3309.jpg,What is the meaning of the inscription on this rock?,Showing the center position of the Korean Peninsula,Showing the southernmost position on the Korean Peninsula,Showing Korea's Capital,Reaching the highest mountain in Korea,b
3309,train_3310,train/train_3310.jpg,What kind of dogs are in this picture?,Pomeranian,Shiva Dog,The tap dog.,Golden Retriver.,b
3310,train_3311,train/train_3311.jpg,What are the animals that you see here?,Cow,Sheep,HORSE,Goats,b
3311,train_3312,train/train_3312.jpg,What is the animal in the picture?,"Oh, my God.",Homoths,Squirrels,Masturbation,c
3312,train_3313,train/train_3313.jpg,What is the animal in this picture?,Seal,Sea Lions,Sea otter,Penguin.,d
3313,train_3314,train/train_3314.jpg,What's the name of the traditional architecture that you see here?,Questions From the Book,The East Gate,Southern Gate,North Gate,a
3314,train_3315,train/train_3315.jpg,What do you see in this picture?,Bookcase,Bathroom sink.,The kitchen cabinet.,The closet.,c
3315,train_3316,train/train_3316.jpg,What do you see out the window of this cafe?,Sea,The Field of Non,City,Mountains,b
3316,train_3317,train/train_3317.jpg,What is the tower on the mountain that you see in this picture?,Lotde World Tower,Seoul Forest Tower,Namsan Tower,63 Buildings,c
3317,train_3318,train/train_3318.jpg,What's the brand of this keyboard?,Samsung,LG,Rosie Tech.,Apple,c
3318,train_3319,train/train_3319.jpg,What's the taste of these chips?,Vasilfestopija.,Cheese.,It's hot.,The original taste.,a
3319,train_3320,train/train_3320.jpg,What's the use of the furniture in this picture?,Bookcase,Shoes,Table,The closet.,d
3320,train_3321,train/train_3321.jpg,What are people eating in this picture?,Chicken.,Three-fold weight.,Pizza.,Choake.,b
3321,train_3322,train/train_3322.jpg,What is the food in this picture?,Salad,Spaghetti.,hamburgers,Pizza.,d
3322,train_3323,train/train_3323.jpg,What can't be seen in the interior of this cafe?,Big watch on the wall.,The red carpet on the floor.,A fan hanging from the ceiling.,Big mirror on the wall.,a
3323,train_3324,train/train_3324.jpg,What's the device in this picture?,Computer,Refrigerator.,Speaker,Television,c
3324,train_3325,train/train_3325.jpg,What's the correct feature of the lighting device in the picture?,There's no lighting device hanging from the ceiling.,The lighting device is attached to the wall.,A light bulb is a light bulb.,The light bulb is in the metal frame.,d
3325,train_3326,train/train_3326.jpg,What is the animal in this picture?,hamster.,Rabbit.,Puppy,Cat.,d
3326,train_3327,train/train_3327.jpg,What is the cat doing in the picture?,I'm playing.,She's crying.,I'm asleep.,I'm looking for food.,c
3327,train_3328,train/train_3328.jpg,"What is the price of the origami product in the image for 1,300 reasons?",It's a flower. It's a 4-year-old girl.,Red rose,Color Pencil,Colour Paper,a
3328,train_3329,train/train_3329.jpg,What's the main flavor of ice water in this picture?,It tastes like green tea.,It's chocolate.,It's like a mango.,It tastes like strawberries.,a
3329,train_3330,train/train_3330.jpg,What's the cost of panda cakes sold at this convenience store?,"$2,500.","$1,500.",$2.00.,"1,000 won.",c
3330,train_3331,train/train_3331.jpg,What is the bird in this picture?,Pigeons,duck,Seagulls,Sparrows,c
3331,train_3332,train/train_3332.jpg,What's the animal model in the picture?,Cat.,Rabbit.,Squirrels,Foxes,c
3332,train_3333,train/train_3333.jpg,What's the big sculpture in this picture?,Turtle,Fish,crabs,Bird,c
3333,train_3334,train/train_3334.jpg,What is the color of the flowers in the trees that you see in this picture?,Blue,Red,Yellow,White,b
3334,train_3335,train/train_3335.jpg,What is the representation of this picture?,Smo players,Players in baseball,Artist,You're a magician.,a
3335,train_3336,train/train_3336.jpg,What's not the quality of the garden that you see here?,There's a little pond.,A landscape of stone and wood.,Designs to fit in with traditional houses.,The grass is well managed.,d
3336,train_3337,train/train_3337.jpg,What are the animals in this picture?,clams,Shrimps,crabs,Fish,c
3337,train_3338,train/train_3338.jpg,What's the driving behavior that's allowed on this street light?,Utton,Left turn.,Organisation,Turn right.,a
3338,train_3339,train/train_3339.jpg,What are the animal shapes that are decorated with light in this picture?,Puppy,Bear,Cat.,Rabbit.,c
3339,train_3340,train/train_3340.jpg,What's the mountain that you see here?,Mount Hanra,Mt. Snow Mountain,Mount Whitedu,GILYPAN,a
3340,train_3341,train/train_3341.jpg,What's in the basket that you're holding in this picture?,Orange,Apologize.,Orange,Banana,c
3341,train_3342,train/train_3342.jpg,What are the animals in this picture?,Rabbit.,hamster.,Puppy,Cat.,d
3342,train_3343,train/train_3343.jpg,What's the characteristic of the yellow chair in this picture?,People can sit down.,A chair is made of metal.,There's a figure in the shape of his face on the chair.,There's a guide for the SNS shooting in the chair.,d
3343,train_3344,train/train_3344.jpg,Where's the cat lying in the picture?,Above the wall,Above the lawn,Above the tree,On the car.,a
3344,train_3345,train/train_3345.jpg,What do the roads in this picture have to do with?,It's on the top of the mountain.,It's on the ocean.,It's on a wide plain.,It's in the middle of a narrow canyon.,d
3345,train_3346,train/train_3346.jpg,What's the point of this sign?,The site of Pompeii.,The Coliseum,Venice Canal,Milan Cathedral,a
